"Test Name","Test Mode","Test Type","Control","Test Speed 1","Test Speed 2","Test Speed 3","Change Point 1","Change Point 2","Disp. Origin","Break and Limit Action","Sensitivity:","Level:"
"","Single","Tensile","Stroke",10,1,1,"Off","Off","Start","Stop",0,1

"Title","Sub title","Comment"
"","",""

"Shape:","Batch Size:","SubBatch Size:"
"Plate",1,1
"Name:","Thickness","Width","Gauge Length",
"Size Unit:","mm","mm","mm",
" 1 - 1","1.0000","1.0000","100.0000",

"Name",
"Parameter",
"Units",
" 1 - 1",

" 1- 1"
"Time","Force","Stroke",
"sec","N","mm",
"0.00",.002,0,
"0.05",.002,9.333334E-03,
"0.10",.001,1.833333E-02,
"0.15",.002,2.766667E-02,
"0.20",.004,.037,
"0.25",.006,.046,
"0.30",.01,5.533333E-02,
"0.35",.013,6.433333E-02,
"0.40",.017,7.366666E-02,
"0.45",.021,.083,
"0.50",.024,.092,
"0.55",.028,.1013333,
"0.60",.032,.1106667,
"0.65",.038,.1196667,
"0.70",.041,.129,
"0.75",.044,.138,
"0.80",.047,.1473333,
"0.85",.051,.1566667,
"0.90",.055,.1656667,
"0.95",.06,.175,
"1.00",.065,.1843333,
"1.05",.069,.1933333,
"1.10",.072,.2026667,
"1.15",.077,.2116667,
"1.20",.081,.221,
"1.25",.087,.23,
"1.30",.091,.2393333,
"1.35",.096,.2486667,
"1.40",.099,.2576667,
"1.45",.102,.267,
"1.50",.106,.2763333,
"1.55",.109,.2853333,
"1.60",.112,.2946667,
"1.65",.117,.3036667,
"1.70",.121,.313,
"1.75",.126,.3223333,
"1.80",.131,.3313333,
"1.85",.135,.3406667,
"1.90",.138,.3496667,
"1.95",.142,.359,
"2.00",.146,.368,
"2.05",.15,.377,
"2.10",.154,.386,
"2.15",.157,.3946667,
"2.20",.161,.4036667,
"2.25",.165,.4126667,
"2.30",.168,.4216667,
"2.35",.171,.4303333,
"2.40",.174,.4393333,
"2.45",.179,.448,
"2.50",.183,.4566667,
"2.55",.187,.4653333,
"2.60",.19,.4743333,
"2.65",.194,.483,
"2.70",.196,.4916667,
"2.75",.199,.5003334,
"2.80",.204,.509,
"2.85",.209,.5176667,
"2.90",.211,.5263333,
"2.95",.215,.5346667,
"3.00",.219,.5433334,
"3.05",.222,.552,
"3.10",.226,.5606667,
"3.15",.229,.569,
"3.20",.231,.5776667,
"3.25",.236,.586,
"3.30",.238,.5946667,
"3.35",.242,.6033334,
"3.40",.247,.6116667,
"3.45",.251,.6203334,
"3.50",.253,.6286667,
"3.55",.256,.6373333,
"3.60",.259,.6456667,
"3.65",.263,.6543334,
"3.70",.267,.6626667,
"3.75",.271,.671,
"3.80",.275,.6793334,
"3.85",.278,.688,
"3.90",.282,.6963333,
"3.95",.286,.7046667,
"4.00",.289,.7133334,
"4.05",.293,.7216667,
"4.10",.295,.73,
"4.15",.298,.7386667,
"4.20",.302,.747,
"4.25",.305,.7553334,
"4.30",.308,.7636667,
"4.35",.31,.772,
"4.40",.313,.7806667,
"4.45",.317,.789,
"4.50",.321,.7973334,
"4.55",.324,.8056667,
"4.60",.329,.814,
"4.65",.334,.8223333,
"4.70",.337,.831,
"4.75",.342,.8393334,
"4.80",.344,.8476667,
"4.85",.347,.856,
"4.90",.35,.8643333,
"4.95",.353,.8726667,
"5.00",.356,.881,
"5.05",.36,.8893334,
"5.10",.362,.8976667,
"5.15",.367,.906,
"5.20",.371,.9143333,
"5.25",.376,.9226667,
"5.30",.378,.9310001,
"5.35",.381,.9393334,
"5.40",.384,.948,
"5.45",.386,.9563333,
"5.50",.389,.9646667,
"5.55",.393,.973,
"5.60",.397,.9813334,
"5.65",.401,.9896667,
"5.70",.405,.998,
"5.75",.408,1.006333,
"5.80",.41,1.014667,
"5.85",.413,1.023,
"5.90",.416,1.031333,
"5.95",.418,1.039667,
"6.00",.421,1.048,
"6.05",.425,1.056333,
"6.10",.429,1.064667,
"6.15",.433,1.073,
"6.20",.437,1.081333,
"6.25",.441,1.089667,
"6.30",.445,1.098,
"6.35",.448,1.106333,
"6.40",.451,1.114667,
"6.45",.453,1.123,
"6.50",.455,1.131333,
"6.55",.458,1.139667,
"6.60",.462,1.148333,
"6.65",.466,1.156667,
"6.70",.468,1.165,
"6.75",.473,1.173333,
"6.80",.476,1.181667,
"6.85",.481,1.19,
"6.90",.485,1.198333,
"6.95",.489,1.206667,
"7.00",.493,1.215,
"7.05",.496,1.223333,
"7.10",.499,1.231667,
"7.15",.502,1.24,
"7.20",.506,1.248333,
"7.25",.509,1.256667,
"7.30",.513,1.265,
"7.35",.516,1.273333,
"7.40",.52,1.281667,
"7.45",.523,1.29,
"7.50",.525,1.298333,
"7.55",.528,1.306667,
"7.60",.531,1.315,
"7.65",.534,1.323333,
"7.70",.537,1.331667,
"7.75",.54,1.34,
"7.80",.543,1.348333,
"7.85",.548,1.356667,
"7.90",.551,1.365,
"7.95",.554,1.373333,
"8.00",.558,1.381667,
"8.05",.561,1.39,
"8.10",.565,1.398333,
"8.15",.568,1.406667,
"8.20",.571,1.415,
"8.25",.574,1.423333,
"8.30",.577,1.431667,
"8.35",.581,1.44,
"8.40",.583,1.448333,
"8.45",.587,1.456667,
"8.50",.59,1.465,
"8.55",.594,1.473333,
"8.60",.599,1.481667,
"8.65",.6,1.49,
"8.70",.603,1.498333,
"8.75",.605,1.506667,
"8.80",.609,1.515,
"8.85",.613,1.523333,
"8.90",.616,1.531667,
"8.95",.619,1.54,
"9.00",.621,1.548,
"9.05",.625,1.556667,
"9.10",.628,1.565,
"9.15",.632,1.573333,
"9.20",.637,1.581667,
"9.25",.641,1.59,
"9.30",.644,1.598333,
"9.35",.646,1.606667,
"9.40",.649,1.615,
"9.45",.653,1.623333,
"9.50",.656,1.631667,
"9.55",.659,1.639667,
"9.60",.662,1.648333,
"9.65",.665,1.656667,
"9.70",.669,1.665,
"9.75",.673,1.673333,
"9.80",.676,1.681667,
"9.85",.679,1.69,
"9.90",.681,1.698333,
"9.95",.684,1.706667,
"10.00",.688,1.715,
"10.05",.692,1.723333,
"10.10",.696,1.731667,
"10.15",.7,1.74,
"10.20",.703,1.748,
"10.25",.705,1.756333,
