"Test Name","Test Mode","Test Type","Control","Test Speed 1","Test Speed 2","Test Speed 3","Change Point 1","Change Point 2","Disp. Origin","Break and Limit Action","Sensitivity:","Level:"
"","Single","Tensile","Stroke",10,1,1,"Off","Off","Start","Stop",0,1

"Title","Sub title","Comment"
"","",""

"Shape:","Batch Size:","SubBatch Size:"
"Plate",1,1
"Name:","Thickness","Width","Gauge Length",
"Size Unit:","mm","mm","mm",
" 1 - 1","1.0000","1.0000","100.0000",

"Name",
"Parameter",
"Units",
" 1 - 1",

" 1- 1"
"Time","Force","Stroke",
"sec","N","mm",
"0.00",.001,0,
"0.05",0,9.333333E-03,
"0.10",0,1.833333E-02,
"0.15",0,2.766667E-02,
"0.20",.001,.037,
"0.25",.005,.046,
"0.30",.011,5.533333E-02,
"0.35",.018,6.466667E-02,
"0.40",.025,.074,
"0.45",.034,.083,
"0.50",.041,9.233334E-02,
"0.55",.047,.1016667,
"0.60",.057,.111,
"0.65",.064,.1203333,
"0.70",.073,.1296667,
"0.75",.082,.1386667,
"0.80",.09,.148,
"0.85",.099,.1573333,
"0.90",.107,.1666667,
"0.95",.114,.176,
"1.00",.123,.185,
"1.05",.131,.1943333,
"1.10",.141,.2036667,
"1.15",.15,.213,
"1.20",.159,.2223333,
"1.25",.168,.2316667,
"1.30",.176,.2406667,
"1.35",.184,.25,
"1.40",.192,.2593333,
"1.45",.2,.2686667,
"1.50",.209,.278,
"1.55",.219,.2873333,
"1.60",.227,.2963333,
"1.65",.238,.3056667,
"1.70",.246,.315,
"1.75",.254,.3243333,
"1.80",.264,.3336667,
"1.85",.273,.343,
"1.90",.282,.352,
"1.95",.291,.3613333,
"2.00",.299,.3706667,
"2.05",.307,.3793333,
"2.10",.316,.3883334,
"2.15",.323,.3973333,
"2.20",.333,.4063333,
"2.25",.341,.4153333,
"2.30",.35,.4243333,
"2.35",.359,.4333333,
"2.40",.365,.442,
"2.45",.373,.451,
"2.50",.381,.4596667,
"2.55",.39,.4683333,
"2.60",.4,.477,
"2.65",.409,.4856667,
"2.70",.417,.4946667,
"2.75",.424,.5033333,
"2.80",.432,.512,
"2.85",.439,.5206667,
"2.90",.447,.5293334,
"2.95",.455,.538,
"3.00",.461,.5466667,
"3.05",.469,.555,
"3.10",.477,.5636666,
"3.15",.486,.5723333,
"3.20",.495,.581,
