"Test Name","Test Mode","Test Type","Control","Test Speed 1","Test Speed 2","Test Speed 3","Change Point 1","Change Point 2","Disp. Origin","Break and Limit Action","Sensitivity:","Level:"
"","Single","Tensile","Stroke",10,1,1,"Off","Off","Start","Stop",0,1

"Title","Sub title","Comment"
"","",""

"Shape:","Batch Size:","SubBatch Size:"
"Plate",1,1
"Name:","Thickness","Width","Gauge Length",
"Size Unit:","mm","mm","mm",
" 1 - 1","1.0000","1.0000","100.0000",

"Name",
"Parameter",
"Units",
" 1 - 1",

" 1- 1"
"Time","Force","Stroke",
"sec","N","mm",
"0.00",-.002,0,
"0.05",-.002,9.333334E-03,
"0.10",-.001,1.866667E-02,
"0.15",-.001,.028,
"0.20",0,3.733334E-02,
"0.25",.003,4.666667E-02,
"0.30",.007,.056,
"0.35",.01,6.533333E-02,
"0.40",.013,7.433333E-02,
"0.45",.015,8.366667E-02,
"0.50",.017,9.299999E-02,
"0.55",.021,.1023333,
"0.60",.022,.1116667,
"0.65",.025,.121,
"0.70",.029,.13,
"0.75",.032,.1393333,
"0.80",.036,.1486667,
"0.85",.039,.158,
"0.90",.042,.167,
"0.95",.046,.1763333,
"1.00",.047,.1856667,
"1.05",.051,.195,
"1.10",.055,.2043333,
"1.15",.059,.2136667,
"1.20",.06,.2226667,
"1.25",.063,.232,
"1.30",.066,.2413333,
"1.35",.069,.2506667,
"1.40",.074,.26,
"1.45",.077,.269,
"1.50",.079,.2783333,
"1.55",.083,.2876667,
"1.60",.085,.297,
"1.65",.089,.3063333,
"1.70",.095,.3156667,
"1.75",.099,.3246667,
"1.80",.102,.334,
"1.85",.105,.3433333,
"1.90",.109,.3526667,
"1.95",.112,.362,
"2.00",.115,.371,
"2.05",.118,.38,
"2.10",.123,.389,
"2.15",.126,.398,
"2.20",.127,.4066667,
"2.25",.131,.4156667,
"2.30",.135,.4246667,
"2.35",.137,.4336667,
"2.40",.138,.4426666,
"2.45",.142,.4513333,
"2.50",.146,.46,
"2.55",.15,.4686667,
"2.60",.153,.4776667,
"2.65",.156,.4863333,
"2.70",.158,.495,
"2.75",.161,.5036667,
"2.80",.164,.5123333,
"2.85",.167,.521,
"2.90",.17,.5296667,
"2.95",.173,.5383334,
"3.00",.174,.5470001,
"3.05",.178,.5556667,
"3.10",.182,.5643334,
"3.15",.186,.573,
"3.20",.189,.5813333,
"3.25",.192,.59,
"3.30",.195,.5983334,
"3.35",.199,.6070001,
"3.40",.202,.6153334,
"3.45",.204,.624,
"3.50",.207,.6323333,
"3.55",.21,.641,
"3.60",.212,.6493334,
"3.65",.216,.6580001,
"3.70",.22,.6663334,
"3.75",.223,.675,
"3.80",.225,.6833333,
"3.85",.227,.6916667,
"3.90",.23,.7003334,
"3.95",.233,.7086667,
"4.00",.236,.7173334,
"4.05",.24,.7256667,
"4.10",.244,.734,
"4.15",.248,.7423334,
"4.20",.25,.7506667,
"4.25",.252,.759,
"4.30",.256,.7676667,
"4.35",.259,.776,
"4.40",.261,.7843333,
"4.45",.264,.793,
"4.50",.267,.8013334,
"4.55",.27,.8096667,
"4.60",.274,.818,
"4.65",.277,.8263333,
"4.70",.281,.8346667,
"4.75",.284,.8430001,
"4.80",.286,.8513334,
"4.85",.289,.86,
"4.90",.292,.8683333,
"4.95",.294,.8763334,
"5.00",.297,.8850001,
"5.05",.3,.8933334,
"5.10",.304,.9016667,
"5.15",.307,.91,
"5.20",.311,.9183334,
"5.25",.314,.9266667,
"5.30",.316,.935,
"5.35",.318,.9433334,
"5.40",.321,.9516667,
"5.45",.324,.9603333,
"5.50",.328,.9686667,
"5.55",.332,.977,
"5.60",.335,.9853334,
"5.65",.338,.9933333,
"5.70",.341,1.001667,
"5.75",.343,1.010333,
"5.80",.345,1.018667,
"5.85",.348,1.027,
"5.90",.351,1.035333,
"5.95",.355,1.043667,
"6.00",.357,1.052,
"6.05",.36,1.060333,
"6.10",.364,1.068667,
"6.15",.368,1.077,
"6.20",.37,1.085333,
"6.25",.374,1.093667,
"6.30",.377,1.102,
"6.35",.381,1.110333,
"6.40",.385,1.118667,
"6.45",.388,1.127,
"6.50",.392,1.135333,
"6.55",.395,1.143667,
"6.60",.397,1.152,
"6.65",.4,1.160333,
"6.70",.404,1.168667,
"6.75",.407,1.177,
"6.80",.41,1.185333,
"6.85",.414,1.193667,
"6.90",.416,1.202,
"6.95",.419,1.210333,
"7.00",.421,1.218667,
"7.05",.425,1.227,
"7.10",.429,1.235333,
"7.15",.433,1.243667,
"7.20",.437,1.252,
"7.25",.44,1.260333,
"7.30",.443,1.269,
"7.35",.445,1.277,
"7.40",.446,1.285333,
"7.45",.449,1.294,
"7.50",.453,1.302333,
"7.55",.457,1.310667,
"7.60",.461,1.319,
"7.65",.465,1.327333,
"7.70",.469,1.335667,
"7.75",.473,1.344,
"7.80",.476,1.352333,
"7.85",.479,1.360667,
"7.90",.481,1.368667,
"7.95",.486,1.377333,
"8.00",.489,1.385667,
"8.05",.493,1.394,
"8.10",.496,1.402333,
"8.15",.5,1.410667,
"8.20",.501,1.419,
"8.25",.505,1.427333,
"8.30",.509,1.435667,
"8.35",.514,1.444,
"8.40",.515,1.452333,
"8.45",.519,1.460667,
"8.50",.524,1.469,
"8.55",.528,1.477333,
"8.60",.529,1.485667,
"8.65",.531,1.494,
"8.70",.535,1.502333,
"8.75",.539,1.510667,
"8.80",.542,1.519,
"8.85",.545,1.527333,
"8.90",.547,1.535667,
"8.95",.552,1.544,
"9.00",.553,1.552333,
"9.05",.558,1.560667,
"9.10",.562,1.569,
"9.15",.567,1.577333,
"9.20",.569,1.585667,
"9.25",.572,1.594,
"9.30",.576,1.602333,
"9.35",.579,1.610667,
"9.40",.581,1.619,
"9.45",.585,1.627333,
"9.50",.589,1.635667,
"9.55",.592,1.644,
"9.60",.595,1.652333,
"9.65",.599,1.660667,
"9.70",.602,1.669,
"9.75",.607,1.677333,
"9.80",.61,1.685667,
"9.85",.612,1.694,
"9.90",.615,1.702333,
"9.95",.619,1.710667,
"10.00",.62,1.719,
"10.05",.624,1.727333,
"10.10",.628,1.735667,
"10.15",.633,1.744,
"10.20",.635,1.752,
