"Test Name","Test Mode","Test Type","Control","Test Speed 1","Test Speed 2","Test Speed 3","Change Point 1","Change Point 2","Disp. Origin","Break and Limit Action","Sensitivity:","Level:"
"","Single","Tensile","Stroke",10,1,1,"Off","Off","Start","Stop",0,1

"Title","Sub title","Comment"
"","",""

"Shape:","Batch Size:","SubBatch Size:"
"Plate",1,1
"Name:","Thickness","Width","Gauge Length",
"Size Unit:","mm","mm","mm",
" 1 - 1","1.0000","1.0000","100.0000",

"Name",
"Parameter",
"Units",
" 1 - 1",

" 1- 1"
"Time","Force","Stroke",
"sec","N","mm",
"0.00",.001,0,
"0.05",0,9.666666E-03,
"0.10",-.001,.019,
"0.15",-.001,.028,
"0.20",.002,3.733333E-02,
"0.25",.004,4.666667E-02,
"0.30",.006,.056,
"0.35",.011,.065,
"0.40",.014,7.433333E-02,
"0.45",.017,8.366667E-02,
"0.50",.018,.093,
"0.55",.021,.1023333,
"0.60",.026,.1116667,
"0.65",.03,.1206667,
"0.70",.033,.13,
"0.75",.036,.1393333,
"0.80",.041,.1486667,
"0.85",.044,.158,
"0.90",.046,.167,
"0.95",.05,.1763333,
"1.00",.055,.1856667,
"1.05",.058,.195,
"1.10",.063,.204,
"1.15",.065,.2133333,
"1.20",.069,.2226667,
"1.25",.073,.232,
"1.30",.075,.2413333,
"1.35",.079,.2503333,
"1.40",.083,.2596667,
"1.45",.087,.269,
"1.50",.088,.2783333,
"1.55",.092,.2876666,
"1.60",.095,.2966667,
"1.65",.098,.3056667,
"1.70",.101,.3146667,
"1.75",.104,.3236667,
"1.80",.107,.3326667,
"1.85",.111,.3416667,
"1.90",.113,.3506667,
"1.95",.117,.3596666,
"2.00",.122,.3683333,
"2.05",.127,.377,
"2.10",.129,.3856667,
"2.15",.133,.3946667,
"2.20",.136,.4033333,
"2.25",.139,.412,
"2.30",.139,.421,
"2.35",.143,.4296667,
"2.40",.147,.4383333,
"2.45",.15,.447,
"2.50",.153,.4553333,
"2.55",.155,.464,
"2.60",.158,.4726667,
"2.65",.161,.4813333,
"2.70",.165,.4896667,
"2.75",.17,.4983333,
"2.80",.172,.507,
"2.85",.177,.5156667,
"2.90",.179,.524,
"2.95",.183,.5326667,
"3.00",.186,.541,
"3.05",.19,.5496666,
"3.10",.192,.558,
"3.15",.195,.5666667,
"3.20",.198,.575,
