"Test Name","Test Mode","Test Type","Control","Test Speed 1","Test Speed 2","Test Speed 3","Change Point 1","Change Point 2","Disp. Origin","Break and Limit Action","Sensitivity:","Level:"
"","Single","Tensile","Stroke",10,1,1,"Off","Off","Start","Stop",0,1

"Title","Sub title","Comment"
"","",""

"Shape:","Batch Size:","SubBatch Size:"
"Plate",1,1
"Name:","Thickness","Width","Gauge Length",
"Size Unit:","mm","mm","mm",
" 1 - 1","1.0000","1.0000","100.0000",

"Name",
"Parameter",
"Units",
" 1 - 1",

" 1- 1"
"Time","Force","Stroke",
"sec","N","mm",
"0.00",-.001,0,
"0.05",0,7.333333E-03,
"0.10",-.001,1.666667E-02,
"0.15",-.001,2.566667E-02,
"0.20",-.001,.035,
"0.25",0,4.433334E-02,
"0.30",0,5.366667E-02,
"0.35",.001,.063,
"0.40",.003,.072,
"0.45",.006,8.133333E-02,
"0.50",.01,9.066667E-02,
"0.55",.014,.1,
"0.60",.017,.1093333,
"0.65",.021,.1183333,
"0.70",.025,.1276667,
"0.75",.027,.137,
"0.80",.031,.1463333,
"0.85",.035,.1556667,
"0.90",.04,.1646667,
"0.95",.043,.174,
"1.00",.047,.1833333,
"1.05",.052,.1926667,
"1.10",.056,.2016667,
"1.15",.059,.211,
"1.20",.062,.2203333,
"1.25",.065,.2296667,
"1.30",.068,.239,
"1.35",.07,.2483333,
"1.40",.073,.2573333,
"1.45",.078,.2666667,
"1.50",.084,.276,
"1.55",.087,.2853333,
"1.60",.09,.2943333,
"1.65",.094,.3036667,
"1.70",.097,.313,
"1.75",.099,.3223333,
"1.80",.102,.3313333,
"1.85",.106,.3406667,
"1.90",.11,.35,
"1.95",.113,.359,
"2.00",.118,.368,
"2.05",.122,.377,
"2.10",.127,.386,
"2.15",.13,.395,
"2.20",.133,.404,
"2.25",.136,.413,
"2.30",.14,.422,
"2.35",.144,.4306667,
"2.40",.148,.4396667,
"2.45",.152,.4483333,
"2.50",.157,.457,
"2.55",.159,.466,
"2.60",.163,.4746667,
"2.65",.167,.4833333,
"2.70",.171,.492,
"2.75",.173,.5006667,
"2.80",.176,.5093333,
"2.85",.179,.518,
"2.90",.184,.5266666,
"2.95",.185,.5353333,
"3.00",.188,.544,
"3.05",.192,.5526667,
"3.10",.197,.5613334,
"3.15",.198,.5696667,
"3.20",.201,.5783333,
