"Test Name","Test Mode","Test Type","Control","Test Speed 1","Test Speed 2","Test Speed 3","Change Point 1","Change Point 2","Disp. Origin","Break and Limit Action","Sensitivity:","Level:"
"","Single","Tensile","Stroke",10,1,1,"Off","Off","Start","Stop",0,1

"Title","Sub title","Comment"
"","",""

"Shape:","Batch Size:","SubBatch Size:"
"Plate",1,1
"Name:","Thickness","Width","Gauge Length",
"Size Unit:","mm","mm","mm",
" 1 - 1","1.0000","1.0000","100.0000",

"Name",
"Parameter",
"Units",
" 1 - 1",

" 1- 1"
"Time","Force","Stroke",
"sec","N","mm",
"0.00",-.002,0,
"0.05",-.002,9.333333E-03,
"0.10",-.002,1.866667E-02,
"0.15",-.002,.028,
"0.20",0,3.733333E-02,
"0.25",.001,4.633333E-02,
"0.30",.003,5.566667E-02,
"0.35",.007,6.500001E-02,
"0.40",.011,7.433334E-02,
"0.45",.015,8.366667E-02,
"0.50",.019,9.266667E-02,
"0.55",.02,.102,
"0.60",.023,.1113333,
"0.65",.025,.1206667,
"0.70",.028,.13,
"0.75",.033,.1393333,
"0.80",.037,.1483333,
"0.85",.041,.1576667,
"0.90",.046,.167,
"0.95",.049,.176,
"1.00",.052,.1853333,
"1.05",.054,.1946667,
"1.10",.058,.204,
"1.15",.061,.2133333,
"1.20",.066,.2223333,
"1.25",.072,.2316667,
"1.30",.075,.241,
"1.35",.077,.2503333,
"1.40",.078,.2596667,
"1.45",.08,.2686667,
"1.50",.084,.278,
"1.55",.088,.2873333,
"1.60",.091,.2966667,
"1.65",.096,.3056667,
"1.70",.1,.315,
"1.75",.103,.3243333,
"1.80",.107,.3336667,
"1.85",.111,.343,
"1.90",.115,.352,
"1.95",.118,.3613333,
"2.00",.121,.3703333,
"2.05",.124,.3793333,
"2.10",.126,.3883334,
"2.15",.129,.3973333,
"2.20",.131,.4063333,
"2.25",.134,.4153333,
"2.30",.137,.4243333,
"2.35",.14,.4333333,
"2.40",.144,.442,
"2.45",.149,.451,
"2.50",.154,.4596667,
"2.55",.16,.4683333,
"2.60",.163,.477,
"2.65",.166,.486,
"2.70",.168,.4946667,
"2.75",.171,.5033333,
"2.80",.172,.512,
"2.85",.176,.5206667,
"2.90",.179,.5293334,
"2.95",.182,.538,
"3.00",.184,.5466667,
"3.05",.187,.555,
"3.10",.19,.5636666,
"3.15",.194,.5723333,
"3.20",.196,.581,
"3.25",.2,.5893334,
"3.30",.203,.598,
"3.35",.207,.6063333,
"3.40",.21,.615,
"3.45",.212,.6233333,
"3.50",.215,.632,
"3.55",.22,.6403334,
"3.60",.222,.649,
"3.65",.226,.6576667,
"3.70",.23,.666,
"3.75",.233,.6743333,
"3.80",.236,.6826667,
"3.85",.239,.6913334,
"3.90",.243,.6996667,
"3.95",.246,.7083333,
"4.00",.249,.7166667,
"4.05",.252,.725,
"4.10",.254,.7333333,
"4.15",.256,.7416667,
"4.20",.258,.7503333,
"4.25",.261,.7586667,
"4.30",.265,.767,
"4.35",.268,.7753333,
"4.40",.271,.7836667,
"4.45",.274,.7923334,
"4.50",.277,.8006667,
"4.55",.28,.809,
"4.60",.281,.8173333,
"4.65",.284,.8256667,
"4.70",.288,.834,
"4.75",.292,.8426667,
"4.80",.295,.851,
"4.85",.299,.8593333,
"4.90",.303,.8676667,
"4.95",.306,.876,
"5.00",.309,.8843333,
"5.05",.312,.8926667,
"5.10",.315,.901,
"5.15",.318,.9093333,
"5.20",.322,.918,
"5.25",.326,.9263333,
"5.30",.328,.9346667,
"5.35",.332,.943,
"5.40",.334,.9513333,
"5.45",.336,.9596667,
"5.50",.34,.968,
"5.55",.343,.9763333,
"5.60",.345,.9846666,
"5.65",.348,.993,
"5.70",.351,1.001333,
"5.75",.354,1.009667,
"5.80",.355,1.018,
"5.85",.358,1.026333,
"5.90",.362,1.034667,
"5.95",.365,1.043,
"6.00",.369,1.051333,
"6.05",.372,1.059667,
"6.10",.374,1.068333,
"6.15",.377,1.076667,
"6.20",.38,1.085,
"6.25",.384,1.093333,
"6.30",.387,1.101667,
"6.35",.39,1.11,
"6.40",.394,1.118333,
"6.45",.397,1.126667,
"6.50",.401,1.135,
"6.55",.404,1.143333,
"6.60",.408,1.151667,
"6.65",.41,1.16,
"6.70",.413,1.168333,
"6.75",.415,1.176667,
"6.80",.418,1.185,
"6.85",.421,1.193333,
"6.90",.423,1.201667,
"6.95",.426,1.21,
"7.00",.429,1.218333,
"7.05",.432,1.226667,
"7.10",.436,1.235,
"7.15",.439,1.243333,
"7.20",.439,1.251667,
"7.25",.444,1.26,
"7.30",.448,1.268333,
"7.35",.451,1.276667,
"7.40",.456,1.285,
"7.45",.458,1.293333,
"7.50",.461,1.301667,
"7.55",.465,1.31,
"7.60",.468,1.318333,
"7.65",.471,1.326667,
"7.70",.476,1.335,
"7.75",.479,1.343333,
"7.80",.482,1.351667,
"7.85",.486,1.36,
"7.90",.489,1.368,
"7.95",.492,1.376667,
"8.00",.495,1.385,
"8.05",.498,1.393333,
"8.10",.501,1.401667,
"8.15",.504,1.41,
"8.20",.508,1.418333,
"8.25",.511,1.426667,
"8.30",.515,1.434667,
"8.35",.518,1.443333,
"8.40",.52,1.451667,
"8.45",.523,1.459667,
"8.50",.525,1.468,
"8.55",.528,1.476333,
"8.60",.53,1.485,
"8.65",.534,1.493333,
"8.70",.538,1.501667,
"8.75",.542,1.51,
"8.80",.544,1.518,
"8.85",.549,1.526333,
"8.90",.552,1.535,
"8.95",.555,1.543,
"9.00",.559,1.551333,
"9.05",.561,1.56,
"9.10",.565,1.568333,
"9.15",.568,1.576667,
"9.20",.57,1.585,
"9.25",.575,1.593333,
"9.30",.579,1.601333,
"9.35",.582,1.61,
"9.40",.586,1.618333,
"9.45",.588,1.626333,
"9.50",.591,1.634667,
"9.55",.593,1.643,
"9.60",.596,1.651333,
"9.65",.6,1.66,
"9.70",.603,1.668333,
"9.75",.606,1.676333,
"9.80",.61,1.685,
"9.85",.614,1.693333,
"9.90",.617,1.701667,
"9.95",.621,1.71,
"10.00",.623,1.718,
"10.05",.626,1.726333,
"10.10",.63,1.734667,
"10.15",.633,1.743,
"10.20",.635,1.751333,
