"Test Name","Test Mode","Test Type","Control","Test Speed 1","Test Speed 2","Test Speed 3","Change Point 1","Change Point 2","Disp. Origin","Break and Limit Action","Sensitivity:","Level:"
"","Single","Tensile","Stroke",10,1,1,"Off","Off","Start","Stop",0,1

"Title","Sub title","Comment"
"","",""

"Shape:","Batch Size:","SubBatch Size:"
"Plate",1,1
"Name:","Thickness","Width","Gauge Length",
"Size Unit:","mm","mm","mm",
" 1 - 1","1.0000","1.0000","100.0000",

"Name",
"Parameter",
"Units",
" 1 - 1",

" 1- 1"
"Time","Force","Stroke",
"sec","N","mm",
"0.00",-.003,0,
"0.05",-.003,9.666667E-03,
"0.10",-.002,1.866667E-02,
"0.15",0,.028,
"0.20",.006,3.733334E-02,
"0.25",.014,4.666667E-02,
"0.30",.023,.056,
"0.35",.033,6.533333E-02,
"0.40",.04,7.433333E-02,
"0.45",.05,8.366667E-02,
"0.50",.058,9.299999E-02,
"0.55",.066,.1023333,
"0.60",.076,.1116667,
"0.65",.083,.121,
"0.70",.093,.13,
"0.75",.103,.1393333,
"0.80",.112,.1486667,
"0.85",.122,.158,
"0.90",.13,.1673333,
"0.95",.139,.1763333,
"1.00",.149,.1856667,
"1.05",.158,.195,
"1.10",.167,.2043333,
"1.15",.176,.2136667,
"1.20",.184,.2226667,
"1.25",.192,.232,
"1.30",.201,.2413333,
"1.35",.21,.2506667,
"1.40",.218,.26,
"1.45",.228,.2693333,
"1.50",.238,.2783333,
"1.55",.248,.2876667,
"1.60",.258,.297,
"1.65",.266,.306,
"1.70",.274,.3153333,
"1.75",.283,.3246667,
"1.80",.291,.334,
"1.85",.299,.3433333,
"1.90",.309,.3526667,
"1.95",.316,.3616666,
"2.00",.325,.3706667,
"2.05",.334,.3796667,
"2.10",.343,.3886667,
"2.15",.351,.3976667,
"2.20",.359,.4066667,
"2.25",.367,.4156667,
"2.30",.375,.4246667,
"2.35",.384,.4336667,
"2.40",.392,.4423333,
"2.45",.4,.4513333,
"2.50",.408,.46,
"2.55",.417,.4686667,
"2.60",.426,.4773333,
"2.65",.435,.486,
"2.70",.444,.495,
"2.75",.453,.5036667,
"2.80",.462,.5123333,
"2.85",.47,.521,
"2.90",.477,.5293334,
"2.95",.485,.538,
"3.00",.492,.5466667,
"3.05",.499,.5553334,
"3.10",.507,.564,
"3.15",.515,.5726667,
"3.20",.521,.581,
"3.25",.531,.5896667,
"3.30",.539,.5983334,
"3.35",.548,.6066667,
"3.40",.556,.6153334,
"3.45",.562,.6236667,
"3.50",.569,.6323333,
"3.55",.576,.6406667,
"3.60",.584,.6493334,
"3.65",.592,.6576667,
"3.70",.6,.666,
"3.75",.608,.6746667,
"3.80",.615,.683,
"3.85",.623,.6913334,
"3.90",.631,.7,
"3.95",.637,.7083334,
"4.00",.645,.7166667,
"4.05",.651,.7253333,
"4.10",.658,.7336667,
"4.15",.664,.742,
"4.20",.671,.7503334,
"4.25",.679,.759,
"4.30",.688,.7673334,
"4.35",.697,.7756667,
"4.40",.705,.784,
"4.45",.711,.7923334,
"4.50",.719,.801,
"4.55",.726,.8093334,
"4.60",.734,.8176667,
"4.65",.741,.826,
"4.70",.747,.8343334,
"4.75",.754,.8426667,
"4.80",.76,.851,
"4.85",.768,.8596667,
"4.90",.775,.868,
"4.95",.783,.8763334,
"5.00",.79,.8846667,
"5.05",.796,.893,
"5.10",.804,.9013333,
"5.15",.81,.9096667,
"5.20",.816,.9183334,
"5.25",.823,.9266667,
"5.30",.829,.935,
"5.35",.835,.9433334,
"5.40",.843,.9516667,
"5.45",.851,.96,
"5.50",.859,.9683334,
"5.55",.866,.9766667,
"5.60",.872,.985,
"5.65",.878,.9933333,
"5.70",.884,1.001667,
"5.75",.893,1.010333,
"5.80",.899,1.018667,
"5.85",.905,1.026667,
"5.90",.912,1.035,
"5.95",.917,1.043333,
"6.00",.925,1.051667,
"6.05",.931,1.060333,
"6.10",.938,1.068667,
"6.15",.944,1.077,
"6.20",.95,1.085333,
"6.25",.957,1.093667,
"6.30",.965,1.102,
"6.35",.972,1.110333,
"6.40",.978,1.118667,
"6.45",.984,1.127,
"6.50",.989,1.135333,
"6.55",.995,1.143667,
"6.60",1.001,1.152,
"6.65",1.009,1.160333,
"6.70",1.017,1.168667,
"6.75",1.023,1.177,
"6.80",1.03,1.185333,
"6.85",1.035,1.193667,
"6.90",1.04,1.202,
"6.95",1.044,1.210333,
"7.00",1.052,1.218667,
"7.05",1.059,1.227,
"7.10",1.065,1.235333,
"7.15",1.071,1.243667,
"7.20",1.076,1.252,
"7.25",1.081,1.260333,
"7.30",1.087,1.268667,
"7.35",1.093,1.277,
"7.40",1.1,1.285333,
"7.45",1.107,1.293667,
"7.50",1.113,1.302,
"7.55",1.12,1.310333,
"7.60",1.127,1.318667,
"7.65",1.133,1.327,
"7.70",1.14,1.335333,
"7.75",1.146,1.343667,
"7.80",1.151,1.352,
"7.85",1.157,1.360333,
"7.90",1.161,1.368667,
"7.95",1.167,1.377,
"8.00",1.173,1.385333,
"8.05",1.178,1.393667,
"8.10",1.183,1.402,
"8.15",1.188,1.410333,
"8.20",1.194,1.418667,
"8.25",1.199,1.427,
"8.30",1.206,1.435333,
"8.35",1.212,1.443667,
"8.40",1.218,1.452,
"8.45",1.224,1.460333,
"8.50",1.229,1.468667,
"8.55",1.235,1.477,
"8.60",1.241,1.485333,
"8.65",1.248,1.493667,
"8.70",1.254,1.502,
"8.75",1.261,1.510333,
"8.80",1.266,1.518667,
"8.85",1.271,1.527,
"8.90",1.277,1.535333,
"8.95",1.282,1.543667,
"9.00",1.287,1.552,
"9.05",1.292,1.560333,
"9.10",1.297,1.568667,
"9.15",1.303,1.577,
"9.20",1.309,1.585333,
"9.25",1.315,1.593667,
"9.30",1.321,1.602,
"9.35",1.327,1.610333,
"9.40",1.331,1.618333,
"9.45",1.335,1.626667,
