"Test Name","Test Mode","Test Type","Control","Test Speed 1","Test Speed 2","Test Speed 3","Change Point 1","Change Point 2","Disp. Origin","Break and Limit Action","Sensitivity:","Level:"
"","Single","Tensile","Stroke",10,1,1,"Off","Off","Start","Stop",0,1

"Title","Sub title","Comment"
"","",""

"Shape:","Batch Size:","SubBatch Size:"
"Plate",1,1
"Name:","Thickness","Width","Gauge Length",
"Size Unit:","mm","mm","mm",
" 1 - 1","1.0000","1.0000","100.0000",

"Name",
"Parameter",
"Units",
" 1 - 1",

" 1- 1"
"Time","Force","Stroke",
"sec","N","mm",
"0.00",0,0,
"0.05",.001,9.333333E-03,
"0.10",.001,1.866667E-02,
"0.15",.002,.028,
"0.20",.003,3.733334E-02,
"0.25",.007,4.633334E-02,
"0.30",.011,5.566667E-02,
"0.35",.015,6.500001E-02,
"0.40",.017,.074,
"0.45",.019,8.333334E-02,
"0.50",.023,9.266667E-02,
"0.55",.027,.102,
"0.60",.031,.1113333,
"0.65",.036,.1206667,
"0.70",.041,.1296667,
"0.75",.045,.139,
"0.80",.049,.1483333,
"0.85",.053,.1576667,
"0.90",.055,.1666667,
"0.95",.059,.176,
"1.00",.063,.1853333,
"1.05",.067,.1946667,
"1.10",.071,.2036667,
"1.15",.074,.213,
"1.20",.078,.2223333,
"1.25",.084,.2316667,
"1.30",.088,.241,
"1.35",.091,.2503333,
"1.40",.093,.2593333,
"1.45",.096,.2686667,
"1.50",.1,.278,
"1.55",.103,.2873333,
"1.60",.107,.2966667,
"1.65",.11,.3056667,
"1.70",.114,.315,
"1.75",.118,.3243333,
"1.80",.121,.3336667,
"1.85",.126,.3426667,
"1.90",.13,.352,
"1.95",.133,.3613333,
"2.00",.137,.3703333,
"2.05",.141,.3793333,
"2.10",.144,.3883333,
"2.15",.147,.3973333,
"2.20",.151,.4063333,
"2.25",.154,.4153333,
"2.30",.159,.4243333,
"2.35",.164,.4333333,
"2.40",.168,.442,
"2.45",.171,.451,
"2.50",.174,.4596667,
"2.55",.176,.4683333,
"2.60",.179,.477,
"2.65",.183,.4856667,
"2.70",.186,.4946667,
"2.75",.19,.5033333,
"2.80",.193,.512,
"2.85",.196,.5206667,
"2.90",.2,.5293334,
"2.95",.203,.5376667,
"3.00",.207,.5463334,
"3.05",.209,.555,
"3.10",.213,.5636667,
"3.15",.215,.5723333,
"3.20",.219,.5806667,
"3.25",.221,.5893334,
"3.30",.224,.5976667,
"3.35",.227,.6063334,
"3.40",.23,.615,
"3.45",.234,.6233333,
"3.50",.238,.632,
"3.55",.24,.6403334,
"3.60",.244,.649,
"3.65",.247,.6573334,
"3.70",.251,.666,
"3.75",.256,.6743333,
"3.80",.26,.6826667,
"3.85",.264,.6913334,
"3.90",.267,.6996667,
"3.95",.27,.708,
"4.00",.273,.7166667,
"4.05",.276,.725,
"4.10",.28,.7333333,
"4.15",.284,.742,
"4.20",.287,.7503334,
"4.25",.289,.7586667,
"4.30",.293,.767,
"4.35",.297,.7756667,
"4.40",.3,.784,
"4.45",.304,.7923334,
"4.50",.308,.8006667,
"4.55",.311,.809,
"4.60",.315,.8176667,
"4.65",.318,.826,
"4.70",.321,.8343334,
"4.75",.323,.8426667,
"4.80",.325,.851,
"4.85",.328,.8596667,
"4.90",.332,.868,
"4.95",.336,.876,
"5.00",.34,.8846667,
"5.05",.344,.893,
"5.10",.349,.9013333,
"5.15",.353,.9096667,
"5.20",.356,.918,
"5.25",.36,.9263334,
"5.30",.362,.9346667,
"5.35",.365,.943,
"5.40",.369,.9513333,
"5.45",.372,.9596667,
"5.50",.375,.968,
"5.55",.378,.9763334,
"5.60",.38,.9846667,
"5.65",.384,.9933333,
"5.70",.387,1.001333,
"5.75",.39,1.009667,
"5.80",.393,1.018333,
"5.85",.397,1.026667,
"5.90",.4,1.035,
"5.95",.404,1.043333,
"6.00",.407,1.051667,
"6.05",.411,1.06,
"6.10",.416,1.068333,
"6.15",.418,1.076667,
"6.20",.423,1.085,
"6.25",.426,1.093333,
"6.30",.429,1.101667,
"6.35",.432,1.11,
"6.40",.435,1.118333,
"6.45",.437,1.126667,
"6.50",.441,1.135,
"6.55",.443,1.143333,
"6.60",.447,1.151667,
"6.65",.45,1.160333,
"6.70",.455,1.168333,
"6.75",.459,1.176667,
"6.80",.461,1.185333,
"6.85",.465,1.193333,
"6.90",.469,1.201667,
"6.95",.471,1.21,
"7.00",.476,1.218667,
"7.05",.48,1.227,
"7.10",.483,1.235333,
"7.15",.486,1.243667,
"7.20",.489,1.251667,
"7.25",.493,1.26,
"7.30",.497,1.268333,
"7.35",.5,1.276667,
"7.40",.502,1.285,
"7.45",.504,1.293333,
"7.50",.509,1.301667,
"7.55",.513,1.31,
"7.60",.516,1.318333,
"7.65",.52,1.326667,
"7.70",.524,1.335,
"7.75",.526,1.343667,
"7.80",.53,1.352,
"7.85",.534,1.360333,
"7.90",.539,1.368667,
"7.95",.542,1.376667,
"8.00",.547,1.385333,
"8.05",.551,1.393667,
"8.10",.553,1.402,
"8.15",.555,1.410333,
"8.20",.558,1.418667,
"8.25",.562,1.427,
"8.30",.566,1.435333,
"8.35",.569,1.443667,
"8.40",.571,1.452,
"8.45",.573,1.460333,
"8.50",.576,1.468667,
"8.55",.58,1.477,
"8.60",.584,1.485333,
"8.65",.59,1.493667,
"8.70",.592,1.502,
"8.75",.596,1.510333,
"8.80",.6,1.518667,
"8.85",.604,1.527,
"8.90",.607,1.535333,
"8.95",.61,1.543667,
"9.00",.612,1.552,
"9.05",.614,1.560333,
"9.10",.619,1.568667,
"9.15",.623,1.577,
"9.20",.627,1.585333,
"9.25",.632,1.593667,
"9.30",.636,1.602,
"9.35",.64,1.610333,
"9.40",.643,1.618667,
"9.45",.645,1.627,
"9.50",.648,1.635333,
"9.55",.651,1.643667,
"9.60",.656,1.652,
"9.65",.66,1.660333,
"9.70",.664,1.668667,
"9.75",.667,1.677,
"9.80",.67,1.685333,
"9.85",.674,1.693667,
"9.90",.678,1.702,
"9.95",.682,1.710333,
"10.00",.686,1.718333,
"10.05",.688,1.726667,
"10.10",.692,1.735,
"10.15",.695,1.743667,
"10.20",.698,1.752,
"10.25",.701,1.760333,
"10.30",.706,1.768667,
"10.35",.71,1.776667,
"10.40",.714,1.785,
"10.45",.719,1.793333,
"10.50",.721,1.801667,
"10.55",.724,1.81,
"10.60",.727,1.818333,
"10.65",.731,1.827,
"10.70",.734,1.835,
"10.75",.739,1.843667,
"10.80",.743,1.851667,
"10.85",.746,1.86,
"10.90",.751,1.868333,
"10.95",.754,1.876667,
"11.00",.757,1.885,
"11.05",.76,1.893333,
"11.10",.763,1.901667,
"11.15",.766,1.91,
"11.20",.77,1.918333,
"11.25",.775,1.926667,
"11.30",.78,1.935,
"11.35",.783,1.943333,
"11.40",.785,1.951667,
"11.45",.789,1.96,
"11.50",.793,1.968333,
"11.55",.796,1.976667,
"11.60",.8,1.985,
"11.65",.803,1.993333,
"11.70",.808,2.001667,
"11.75",.812,2.01,
"11.80",.815,2.018333,
"11.85",.819,2.026667,
"11.90",.823,2.035,
"11.95",.827,2.043333,
"12.00",.832,2.051667,
"12.05",.836,2.06,
"12.10",.839,2.068333,
"12.15",.843,2.076667,
"12.20",.845,2.085,
"12.25",.849,2.093333,
"12.30",.853,2.101667,
"12.35",.856,2.11,
"12.40",.861,2.118333,
"12.45",.864,2.126667,
"12.50",.869,2.135,
"12.55",.871,2.143333,
"12.60",.874,2.151667,
"12.65",.878,2.160333,
"12.70",.884,2.168667,
"12.75",.888,2.177,
"12.80",.892,2.185333,
"12.85",.897,2.193667,
"12.90",.902,2.202,
"12.95",.906,2.21,
"13.00",.911,2.218333,
"13.05",.914,2.226667,
"13.10",.918,2.235,
"13.15",.921,2.243333,
"13.20",.924,2.251667,
"13.25",.928,2.26,
"13.30",.931,2.268333,
"13.35",.934,2.276667,
"13.40",.939,2.285333,
"13.45",.943,2.293667,
"13.50",.948,2.302,
"13.55",.95,2.310333,
"13.60",.953,2.318667,
"13.65",.957,2.327,
"13.70",.961,2.335333,
"13.75",.965,2.343667,
"13.80",.968,2.352,
"13.85",.972,2.360333,
"13.90",.976,2.368667,
"13.95",.981,2.377,
"14.00",.986,2.385333,
"14.05",.99,2.393667,
"14.10",.993,2.402,
"14.15",.997,2.410333,
"14.20",1.001,2.418667,
"14.25",1.005,2.427,
"14.30",1.009,2.435333,
"14.35",1.014,2.443667,
"14.40",1.018,2.452,
"14.45",1.022,2.460333,
"14.50",1.027,2.468667,
"14.55",1.03,2.477,
"14.60",1.034,2.485333,
"14.65",1.037,2.493667,
"14.70",1.042,2.502,
"14.75",1.046,2.510333,
"14.80",1.051,2.518333,
"14.85",1.055,2.527,
"14.90",1.06,2.535,
"14.95",1.064,2.543333,
"15.00",1.068,2.551667,
"15.05",1.072,2.56,
"15.10",1.076,2.568333,
"15.15",1.079,2.576667,
"15.20",1.084,2.585,
"15.25",1.088,2.593333,
"15.30",1.092,2.601667,
"15.35",1.095,2.61,
"15.40",1.098,2.618333,
"15.45",1.101,2.626667,
"15.50",1.106,2.635,
"15.55",1.111,2.643333,
"15.60",1.115,2.651667,
"15.65",1.12,2.66,
"15.70",1.123,2.668333,
"15.75",1.127,2.676667,
"15.80",1.131,2.685,
"15.85",1.136,2.693333,
"15.90",1.14,2.701667,
"15.95",1.145,2.71,
"16.00",1.149,2.718333,
"16.05",1.153,2.726667,
"16.10",1.157,2.735,
"16.15",1.16,2.743333,
"16.20",1.165,2.751667,
"16.25",1.169,2.76,
"16.30",1.173,2.768333,
"16.35",1.178,2.776667,
"16.40",1.183,2.785333,
"16.45",1.186,2.793333,
"16.50",1.19,2.801667,
"16.55",1.194,2.81,
"16.60",1.197,2.818333,
"16.65",1.202,2.827,
"16.70",1.208,2.835333,
"16.75",1.214,2.843667,
"16.80",1.219,2.852,
"16.85",1.222,2.860333,
"16.90",1.226,2.868333,
"16.95",1.229,2.876667,
"17.00",1.233,2.885,
"17.05",1.237,2.893333,
"17.10",1.242,2.901667,
"17.15",1.247,2.91,
"17.20",1.252,2.918333,
"17.25",1.257,2.926667,
"17.30",1.261,2.935,
"17.35",1.264,2.943333,
"17.40",1.269,2.951667,
"17.45",1.273,2.960333,
"17.50",1.279,2.968333,
"17.55",1.284,2.976667,
"17.60",1.288,2.985333,
"17.65",1.292,2.993667,
"17.70",1.297,3.001667,
"17.75",1.301,3.01,
"17.80",1.306,3.018667,
"17.85",1.31,3.026667,
"17.90",1.314,3.035333,
"17.95",1.318,3.043667,
"18.00",1.322,3.051667,
"18.05",1.328,3.06,
"18.10",1.332,3.068333,
"18.15",1.336,3.077,
"18.20",1.34,3.085333,
"18.25",1.344,3.093667,
"18.30",1.349,3.102,
"18.35",1.353,3.110333,
"18.40",1.358,3.118667,
"18.45",1.363,3.126667,
"18.50",1.367,3.135,
"18.55",1.373,3.143333,
"18.60",1.378,3.152,
"18.65",1.383,3.160333,
"18.70",1.387,3.168333,
"18.75",1.391,3.176667,
"18.80",1.396,3.185,
"18.85",1.401,3.193333,
"18.90",1.406,3.201667,
"18.95",1.412,3.21,
"19.00",1.417,3.218333,
"19.05",1.422,3.226667,
"19.10",1.426,3.235,
"19.15",1.429,3.243333,
"19.20",1.433,3.251667,
"19.25",1.437,3.26,
"19.30",1.442,3.268333,
"19.35",1.447,3.276667,
"19.40",1.452,3.285,
"19.45",1.456,3.293333,
"19.50",1.461,3.301667,
"19.55",1.467,3.31,
"19.60",1.472,3.318667,
"19.65",1.478,3.327,
"19.70",1.482,3.335333,
"19.75",1.486,3.343667,
"19.80",1.489,3.352,
"19.85",1.494,3.360333,
"19.90",1.499,3.368667,
"19.95",1.503,3.377,
"20.00",1.508,3.385333,
"20.05",1.513,3.393667,
"20.10",1.518,3.402,
"20.15",1.524,3.410333,
"20.20",1.529,3.418667,
"20.25",1.533,3.427,
"20.30",1.537,3.435333,
"20.35",1.541,3.443667,
"20.40",1.545,3.452,
"20.45",1.551,3.460333,
"20.50",1.555,3.468667,
"20.55",1.56,3.477,
"20.60",1.565,3.485333,
"20.65",1.57,3.493667,
"20.70",1.576,3.502,
"20.75",1.581,3.510333,
"20.80",1.586,3.518667,
"20.85",1.592,3.527,
"20.90",1.595,3.535333,
"20.95",1.6,3.543667,
"21.00",1.605,3.552,
"21.05",1.61,3.560333,
"21.10",1.617,3.568667,
"21.15",1.622,3.577,
"21.20",1.627,3.585333,
"21.25",1.631,3.593667,
"21.30",1.637,3.602,
"21.35",1.64,3.610333,
"21.40",1.645,3.618667,
"21.45",1.652,3.627,
"21.50",1.656,3.635333,
"21.55",1.66,3.643667,
"21.60",1.666,3.652,
"21.65",1.671,3.660333,
"21.70",1.675,3.668667,
"21.75",1.681,3.677,
"21.80",1.686,3.685333,
"21.85",1.689,3.693667,
"21.90",1.696,3.702,
"21.95",1.701,3.710333,
"22.00",1.706,3.718667,
"22.05",1.713,3.727,
"22.10",1.719,3.735333,
"22.15",1.724,3.743667,
"22.20",1.73,3.752,
"22.25",1.735,3.760333,
"22.30",1.74,3.768667,
"22.35",1.746,3.777,
"22.40",1.752,3.785333,
"22.45",1.756,3.793667,
"22.50",1.761,3.802,
"22.55",1.766,3.810333,
"22.60",1.771,3.818667,
"22.65",1.778,3.827,
"22.70",1.783,3.835333,
"22.75",1.788,3.843667,
"22.80",1.793,3.852,
"22.85",1.798,3.860333,
"22.90",1.803,3.868667,
"22.95",1.808,3.876667,
"23.00",1.814,3.885333,
"23.05",1.819,3.893667,
"23.10",1.825,3.901667,
"23.15",1.831,3.910333,
"23.20",1.837,3.918333,
"23.25",1.843,3.926667,
"23.30",1.847,3.935,
"23.35",1.852,3.943333,
"23.40",1.856,3.951667,
"23.45",1.861,3.96,
"23.50",1.867,3.968333,
"23.55",1.871,3.976667,
"23.60",1.876,3.985,
"23.65",1.881,3.993333,
"23.70",1.885,4.001667,
"23.75",1.892,4.01,
"23.80",1.898,4.018333,
"23.85",1.905,4.026667,
"23.90",1.911,4.035,
"23.95",1.915,4.043334,
"24.00",1.92,4.051667,
"24.05",1.926,4.06,
"24.10",1.932,4.068333,
"24.15",1.938,4.076667,
"24.20",1.944,4.085,
"24.25",1.949,4.093333,
"24.30",1.954,4.101667,
"24.35",1.96,4.11,
"24.40",1.965,4.118333,
"24.45",1.971,4.126667,
"24.50",1.976,4.135,
"24.55",1.981,4.143333,
"24.60",1.985,4.151667,
"24.65",1.992,4.16,
"24.70",1.999,4.168334,
"24.75",2.005,4.176667,
"24.80",2.011,4.185,
"24.85",2.016,4.193333,
"24.90",2.021,4.201667,
"24.95",2.027,4.21,
"25.00",2.032,4.218333,
"25.05",2.039,4.226667,
"25.10",2.046,4.235,
"25.15",2.051,4.243333,
"25.20",2.056,4.251667,
"25.25",2.062,4.26,
"25.30",2.067,4.268333,
"25.35",2.073,4.276667,
"25.40",2.079,4.285,
"25.45",2.085,4.293334,
"25.50",2.091,4.301667,
"25.55",2.098,4.31,
"25.60",2.105,4.318333,
"25.65",2.111,4.326667,
"25.70",2.117,4.335,
"25.75",2.122,4.343333,
"25.80",2.128,4.351667,
"25.85",2.133,4.36,
"25.90",2.139,4.368333,
"25.95",2.145,4.376667,
"26.00",2.151,4.385,
"26.05",2.158,4.393333,
"26.10",2.165,4.401667,
"26.15",2.171,4.41,
"26.20",2.177,4.418334,
"26.25",2.183,4.426667,
"26.30",2.189,4.435,
"26.35",2.195,4.443666,
"26.40",2.2,4.451667,
"26.45",2.204,4.46,
"26.50",2.209,4.468333,
"26.55",2.216,4.476667,
"26.60",2.223,4.485,
"26.65",2.229,4.493333,
"26.70",2.235,4.501667,
"26.75",2.242,4.51,
"26.80",2.248,4.518333,
"26.85",2.255,4.526667,
"26.90",2.261,4.535,
"26.95",2.268,4.543334,
"27.00",2.274,4.551667,
"27.05",2.281,4.56,
"27.10",2.288,4.568333,
"27.15",2.294,4.576667,
"27.20",2.301,4.585,
"27.25",2.306,4.593333,
"27.30",2.311,4.601667,
"27.35",2.318,4.61,
"27.40",2.323,4.618333,
"27.45",2.329,4.626667,
"27.50",2.336,4.635,
"27.55",2.341,4.643333,
"27.60",2.347,4.651667,
"27.65",2.353,4.66,
