"Test Name","Test Mode","Test Type","Control","Test Speed 1","Test Speed 2","Test Speed 3","Change Point 1","Change Point 2","Disp. Origin","Break and Limit Action","Sensitivity:","Level:"
"","Single","Tensile","Stroke",10,1,1,"Off","Off","Start","Stop",0,1

"Title","Sub title","Comment"
"","",""

"Shape:","Batch Size:","SubBatch Size:"
"Plate",1,1
"Name:","Thickness","Width","Gauge Length",
"Size Unit:","mm","mm","mm",
" 1 - 1","1.0000","1.0000","100.0000",

"Name",
"Parameter",
"Units",
" 1 - 1",

" 1- 1"
"Time","Force","Stroke",
"sec","N","mm",
"0.00",.002,0,
"0.05",.001,9.333333E-03,
"0.10",.001,1.866667E-02,
"0.15",.002,.028,
"0.20",.003,.037,
"0.25",.004,4.633334E-02,
"0.30",.006,5.566667E-02,
"0.35",.009,.065,
"0.40",.012,.074,
"0.45",.014,8.333333E-02,
"0.50",.019,9.266666E-02,
"0.55",.023,.102,
"0.60",.026,.111,
"0.65",.03,.1203333,
"0.70",.034,.1296667,
"0.75",.036,.139,
"0.80",.04,.1483333,
"0.85",.043,.1576667,
"0.90",.048,.1666667,
"0.95",.053,.176,
"1.00",.056,.1853333,
"1.05",.058,.1946667,
"1.10",.061,.2036667,
"1.15",.065,.213,
"1.20",.07,.2223333,
"1.25",.075,.2316667,
"1.30",.078,.241,
"1.35",.081,.2503333,
"1.40",.084,.2593333,
"1.45",.086,.2686667,
"1.50",.09,.278,
"1.55",.093,.2873333,
"1.60",.098,.2966667,
"1.65",.101,.3056667,
"1.70",.106,.315,
"1.75",.109,.3243333,
"1.80",.113,.3336667,
"1.85",.115,.3426667,
"1.90",.119,.352,
"1.95",.123,.3613333,
"2.00",.127,.3703333,
"2.05",.13,.379,
"2.10",.133,.388,
"2.15",.136,.397,
"2.20",.14,.406,
"2.25",.144,.415,
"2.30",.147,.424,
"2.35",.152,.4326667,
"2.40",.157,.4416667,
"2.45",.16,.4503333,
"2.50",.164,.459,
"2.55",.165,.4676667,
"2.60",.169,.4763333,
"2.65",.172,.4853333,
"2.70",.174,.494,
"2.75",.178,.5026667,
"2.80",.181,.5113333,
"2.85",.184,.52,
"2.90",.187,.5283333,
"2.95",.191,.537,
"3.00",.195,.5456666,
"3.05",.198,.5543333,
"3.10",.202,.563,
"3.15",.206,.5716667,
"3.20",.209,.58,
"3.25",.212,.5883333,
"3.30",.215,.597,
"3.35",.217,.6056666,
"3.40",.221,.614,
"3.45",.224,.6226667,
"3.50",.228,.631,
"3.55",.232,.6396667,
"3.60",.234,.648,
"3.65",.236,.6566666,
"3.70",.238,.665,
"3.75",.241,.6733333,
"3.80",.245,.682,
"3.85",.248,.6903333,
"3.90",.252,.699,
"3.95",.255,.7073333,
"4.00",.258,.7156667,
"4.05",.262,.724,
"4.10",.266,.7326667,
"4.15",.269,.741,
"4.20",.274,.7493333,
"4.25",.277,.7576666,
"4.30",.28,.766,
"4.35",.285,.7743333,
"4.40",.288,.783,
"4.45",.29,.7913333,
"4.50",.293,.7996666,
"4.55",.295,.808,
"4.60",.298,.8163333,
"4.65",.301,.825,
"4.70",.305,.8333333,
"4.75",.309,.8416666,
"4.80",.313,.85,
"4.85",.316,.8583333,
"4.90",.32,.8666667,
"4.95",.324,.875,
"5.00",.327,.8833333,
"5.05",.33,.892,
"5.10",.332,.9003333,
"5.15",.335,.9086667,
"5.20",.339,.917,
"5.25",.341,.9253333,
"5.30",.344,.9336666,
"5.35",.348,.942,
"5.40",.351,.9503333,
"5.45",.353,.9586667,
"5.50",.356,.967,
"5.55",.358,.9753333,
"5.60",.361,.9836667,
"5.65",.364,.992,
"5.70",.369,1.000333,
"5.75",.373,1.009,
"5.80",.377,1.017,
"5.85",.381,1.025333,
"5.90",.383,1.034,
"5.95",.387,1.042333,
"6.00",.391,1.050667,
"6.05",.395,1.058667,
"6.10",.399,1.067333,
"6.15",.404,1.075667,
"6.20",.408,1.083667,
"6.25",.41,1.092333,
"6.30",.414,1.100333,
"6.35",.418,1.108667,
"6.40",.42,1.117,
"6.45",.422,1.125667,
"6.50",.425,1.134,
"6.55",.428,1.142333,
"6.60",.431,1.150667,
"6.65",.433,1.159,
"6.70",.438,1.167333,
"6.75",.442,1.175667,
"6.80",.447,1.184,
"6.85",.451,1.192333,
"6.90",.453,1.200667,
"6.95",.455,1.209,
"7.00",.458,1.217333,
"7.05",.461,1.225667,
"7.10",.465,1.234,
"7.15",.468,1.242333,
"7.20",.472,1.250667,
"7.25",.474,1.259,
"7.30",.477,1.267333,
"7.35",.481,1.275667,
"7.40",.486,1.284,
"7.45",.489,1.292333,
"7.50",.494,1.300667,
"7.55",.497,1.309,
"7.60",.499,1.317333,
"7.65",.501,1.325667,
"7.70",.505,1.334,
"7.75",.508,1.342333,
"7.80",.512,1.350667,
"7.85",.515,1.359,
"7.90",.518,1.367333,
"7.95",.523,1.375333,
"8.00",.528,1.384,
"8.05",.532,1.392333,
"8.10",.536,1.400667,
"8.15",.539,1.409,
"8.20",.543,1.417333,
"8.25",.545,1.425667,
"8.30",.548,1.434,
"8.35",.551,1.442,
"8.40",.554,1.450667,
"8.45",.557,1.459,
"8.50",.56,1.467333,
"8.55",.564,1.475667,
"8.60",.568,1.484,
"8.65",.57,1.492333,
"8.70",.575,1.500667,
"8.75",.578,1.509,
"8.80",.582,1.517333,
"8.85",.584,1.525667,
"8.90",.587,1.534,
"8.95",.592,1.542333,
"9.00",.597,1.550667,
"9.05",.601,1.559,
"9.10",.604,1.567333,
"9.15",.607,1.575667,
"9.20",.611,1.584,
"9.25",.613,1.592333,
"9.30",.618,1.600667,
"9.35",.622,1.609,
"9.40",.626,1.617333,
"9.45",.629,1.625667,
"9.50",.63,1.634,
"9.55",.634,1.642333,
"9.60",.638,1.650667,
"9.65",.642,1.659,
"9.70",.646,1.667333,
"9.75",.649,1.675667,
"9.80",.653,1.684,
"9.85",.656,1.692333,
"9.90",.662,1.700667,
"9.95",.666,1.709,
"10.00",.671,1.717333,
"10.05",.674,1.725667,
"10.10",.677,1.734,
"10.15",.68,1.742333,
"10.20",.684,1.750667,
"10.25",.686,1.758667,
"10.30",.689,1.767,
"10.35",.693,1.775667,
