"Test Name","Test Mode","Test Type","Control","Test Speed 1","Test Speed 2","Test Speed 3","Change Point 1","Change Point 2","Disp. Origin","Break and Limit Action","Sensitivity:","Level:"
"","Single","Tensile","Stroke",10,1,1,"Off","Off","Start","Stop",0,1

"Title","Sub title","Comment"
"","",""

"Shape:","Batch Size:","SubBatch Size:"
"Plate",1,1
"Name:","Thickness","Width","Gauge Length",
"Size Unit:","mm","mm","mm",
" 1 - 1","1.0000","1.0000","100.0000",

"Name",
"Parameter",
"Units",
" 1 - 1",

" 1- 1"
"Time","Force","Stroke",
"sec","N","mm",
"0.00",.003,0,
"0.05",.003,.008,
"0.10",.002,1.733333E-02,
"0.15",.003,2.666667E-02,
"0.20",.002,3.566667E-02,
"0.25",.001,.045,
"0.30",.001,5.433333E-02,
"0.35",.002,6.366666E-02,
"0.40",.003,.073,
"0.45",.003,8.233333E-02,
"0.50",.006,9.133333E-02,
"0.55",.008,.1006667,
"0.60",.011,.11,
"0.65",.013,.1193333,
"0.70",.016,.1286667,
"0.75",.02,.138,
"0.80",.025,.1473333,
"0.85",.026,.1563333,
"0.90",.03,.1656667,
"0.95",.033,.175,
"1.00",.037,.1843333,
"1.05",.037,.1936667,
"1.10",.039,.203,
"1.15",.043,.212,
"1.20",.045,.2213333,
"1.25",.048,.2306667,
"1.30",.05,.24,
"1.35",.052,.2493333,
"1.40",.055,.2586667,
"1.45",.056,.2676667,
"1.50",.06,.277,
"1.55",.063,.2863333,
"1.60",.067,.2956667,
"1.65",.069,.305,
"1.70",.072,.314,
"1.75",.076,.3233333,
"1.80",.081,.3326667,
"1.85",.082,.342,
"1.90",.084,.3513333,
"1.95",.088,.3603333,
"2.00",.092,.3693333,
"2.05",.093,.3783333,
"2.10",.096,.3873333,
"2.15",.098,.3963333,
"2.20",.102,.4053333,
"2.25",.104,.4143333,
"2.30",.108,.4233333,
"2.35",.111,.432,
"2.40",.113,.4406667,
"2.45",.113,.4496667,
"2.50",.115,.4583333,
"2.55",.118,.467,
"2.60",.122,.476,
"2.65",.124,.4846667,
"2.70",.129,.4933333,
"2.75",.131,.502,
"2.80",.134,.5106667,
"2.85",.134,.5193334,
"2.90",.136,.528,
"2.95",.139,.5366667,
"3.00",.143,.5453333,
"3.05",.145,.554,
"3.10",.148,.5626667,
"3.15",.151,.571,
"3.20",.154,.5796667,
"3.25",.154,.588,
"3.30",.156,.5966667,
"3.35",.16,.605,
"3.40",.165,.6136667,
"3.45",.168,.6223333,
"3.50",.171,.6306667,
"3.55",.174,.6393333,
"3.60",.178,.6476667,
"3.65",.18,.6563333,
"3.70",.182,.6646667,
"3.75",.184,.673,
"3.80",.187,.6816667,
"3.85",.188,.69,
"3.90",.19,.6983333,
"3.95",.192,.707,
"4.00",.195,.7153333,
"4.05",.198,.7236667,
"4.10",.202,.7323334,
"4.15",.205,.7406667,
"4.20",.208,.749,
"4.25",.208,.7573333,
"4.30",.21,.766,
"4.35",.214,.7743334,
"4.40",.218,.7826667,
"4.45",.22,.791,
"4.50",.222,.7993333,
"4.55",.224,.808,
"4.60",.226,.8163334,
"4.65",.229,.8246667,
"4.70",.233,.833,
"4.75",.237,.8413333,
"4.80",.24,.8496667,
"4.85",.242,.858,
"4.90",.244,.8663333,
"4.95",.245,.8746667,
"5.00",.247,.8833333,
"5.05",.248,.8916667,
"5.10",.25,.9,
"5.15",.254,.9083334,
"5.20",.258,.9166667,
"5.25",.259,.925,
"5.30",.263,.9333333,
"5.35",.265,.9416667,
"5.40",.269,.95,
"5.45",.269,.9583333,
"5.50",.273,.9666666,
"5.55",.277,.975,
"5.60",.281,.9833333,
"5.65",.282,.9916667,
"5.70",.285,1,
"5.75",.288,1.008333,
"5.80",.291,1.016667,
"5.85",.293,1.025,
"5.90",.296,1.033333,
"5.95",.299,1.041667,
"6.00",.302,1.05,
"6.05",.304,1.058333,
"6.10",.308,1.066667,
"6.15",.31,1.075,
"6.20",.313,1.083333,
"6.25",.316,1.092,
"6.30",.319,1.1,
"6.35",.322,1.108333,
"6.40",.324,1.116667,
"6.45",.326,1.125,
"6.50",.327,1.133667,
"6.55",.331,1.142,
"6.60",.334,1.150333,
"6.65",.338,1.158667,
"6.70",.342,1.167,
"6.75",.345,1.175333,
"6.80",.346,1.183667,
"6.85",.347,1.192,
"6.90",.348,1.200333,
"6.95",.351,1.208667,
"7.00",.354,1.217,
"7.05",.356,1.225333,
"7.10",.36,1.233667,
"7.15",.363,1.242,
"7.20",.366,1.250333,
"7.25",.369,1.258667,
"7.30",.371,1.267,
"7.35",.374,1.275333,
"7.40",.375,1.283667,
"7.45",.378,1.292,
"7.50",.382,1.300333,
"7.55",.385,1.308667,
"7.60",.388,1.317,
"7.65",.39,1.325333,
"7.70",.392,1.333667,
"7.75",.395,1.342,
"7.80",.398,1.350333,
"7.85",.402,1.358667,
"7.90",.404,1.367,
"7.95",.405,1.375333,
"8.00",.409,1.383667,
"8.05",.411,1.392,
"8.10",.415,1.400333,
"8.15",.418,1.408667,
"8.20",.421,1.417,
"8.25",.422,1.425333,
"8.30",.423,1.433667,
"8.35",.427,1.442,
"8.40",.43,1.450333,
"8.45",.433,1.458667,
"8.50",.436,1.467,
"8.55",.438,1.475333,
"8.60",.442,1.483667,
"8.65",.445,1.492,
"8.70",.448,1.500333,
"8.75",.451,1.508667,
"8.80",.455,1.517,
"8.85",.456,1.525333,
"8.90",.46,1.533667,
"8.95",.464,1.542,
"9.00",.468,1.550333,
"9.05",.47,1.558667,
"9.10",.473,1.567,
"9.15",.475,1.575333,
"9.20",.478,1.583667,
"9.25",.479,1.592,
"9.30",.48,1.600333,
"9.35",.483,1.608667,
"9.40",.488,1.617,
"9.45",.491,1.625333,
"9.50",.495,1.633667,
"9.55",.498,1.642,
"9.60",.502,1.650333,
"9.65",.504,1.658667,
"9.70",.507,1.667,
